|Catastro|ReferenciaCP|IdCliente|Producto|Fecha|TipoProducto|AltaCliente
304854|030 4808200101UN050B0UN|030 4808200101|6102755|N06|2020-05-03|Servicio principal|2020-02-21 00:00:00
84480|013 4891201820UN020B0UN|013 4891201820|6106374|N01|2020-02-03|Servicio sin cuota|2020-01-30 00:00:00
33278|044 3120102092UN010A0UN|044 3120102092|6100222|N06|2020-03-03|Servicio principal|2020-01-13 00:00:00
109141|002 4808400126UNPB0A0UN|002 4808400126|3493651|N06|2020-04-03|Servicio principal|2020-02-06 00:00:00
339138|035 4808200008UNPBUN001|035 4808200008|6112182|N06|2020-04-03|Servicio principal|2020-02-14 00:00:00
220787|014 4804400062UN02UN00C|014 4804400062|6127287|N06|2020-05-03|Servicio principal|2020-03-30 00:00:00
291410|119 0801900117UNPBUN0UN|119 0801900117|6124827|N01|2020-04-03|Servicio principal|2020-04-02 00:00:00
240507|001 4806000065UN010B0UN|001 4806000065|4142214|N06|2020-06-03|Servicio principal|2020-04-16 00:00:00
140399|006 0103601190UNPBUN001|006 0103601190|6113758|N06|2020-06-03|Servicio principal|2020-02-22 00:00:00
103510|032 4805400118UN01UN00B|032 4805400118|2378188|N01|2020-05-03|Servicio principal|2020-02-05 00:00:00
160738|030 0105106920UNPBUN0UN|030 0105106920|6116866|N04|2020-06-03|Servicio principal|2020-02-29 00:00:00
207980|073 4802009255UN030A0UN|073 4802009255|6126606|N01|2020-06-03|Servicio sin cuota|2020-03-25 00:00:00
184420|030 2007201210UN040B0UN|030 2007201210|6120671|N01|2020-06-03|Servicio sin cuota|2020-03-12 00:00:00
22024|003 4808400131UN01IZ0UN|003 4808400131|6098925|N01|2020-02-03|Servicio principal|2020-01-15 00:00:00
117966|000C4800300175UNPBUN056|000C4800300175|144643|N01|2020-03-03|Servicio principal|2020-02-27 00:00:00
230495|016 0105904598UN01IZ0UN|016 0105904598|6117305|N01|2020-05-03|Servicio sin cuota|2020-03-04 00:00:00
109615|022 4801600025UN03IZ0UN|022 4801600025|465262|N06|2020-03-03|Servicio principal|2020-02-06 00:00:00
196708|036 2003901103UN03UN0UN|036 2003901103|6123973|N01|2020-05-03|Servicio principal|2020-03-15 00:00:00
250790|008 4807800037UN040E0UN|008 4807800037|1789328|N06|2020-06-03|Servicio principal|2020-04-22 00:00:00
141953|008 2005301204UN010C0UN|008 2005301204|283431|N06|2020-05-03|Servicio principal|2020-03-07 00:00:00
305690|001 4807800197UN04IZ0UN|001 4807800197|6112858|N04|2020-05-03|Servicio principal|2020-02-15 00:00:00
252497|041 4802004940UN02CN0UN|041 4802004940|6107129|N04|2020-02-03|Servicio principal|2020-02-02 00:00:00
255836|038 2608900141E2040C0UN|038 2608900141|6100312|N06|2020-06-03|Servicio principal|2020-01-16 00:00:00
332325|024 2004504615UNPBUN0UN|024 2004504615|6111405|N04|2020-05-03|Servicio principal|2020-02-14 00:00:00
53870|001 3120102105UN010B0UN|001 3120102105|6102540|N06|2020-05-03|Servicio principal|2020-01-19 00:00:00
66980|002 2005901440UN020C0UN|002 2005901440|1543377|N06|2020-02-03|Servicio principal|2020-01-29 00:00:00
138672|001B4806500030UN020B0UN|001B4806500030|223335|N04|2020-04-03|Servicio principal|2020-02-21 00:00:00
168522|005 4800300048UN050A0UN|005 4800300048|6118397|N06|2020-04-03|Servicio sin cuota|2020-03-04 00:00:00
108434|012 0105904711UN030B0UN|012 0105904711|6109520|N01|2020-06-03|Servicio sin cuota|2020-02-15 00:00:00
26835|020Y2008101111UN02DR0UN|020Y2008101111|6099486|N04|2020-03-03|Servicio principal|2020-01-12 00:00:00
284150|090 0801901462UN04UN001|090 0801901462|6103163|N01|2020-05-03|Servicio principal|2020-02-01 00:00:00
262606|045 0105904835UN010B0UN|045 0105904835|6001570|N06|2020-06-03|Servicio principal|2020-04-29 00:00:00
155655|010 4801301590UNPBUN001|010 4801301590|2401664|N06|2020-03-03|Servicio principal|2020-02-28 00:00:00
179899|006 4804400055UNPB0G0UN|006 4804400055|2133096|N06|2020-06-03|Servicio principal|2020-03-05 00:00:00
180011|003 0105904604UN020B0UN|003 0105904604|6120462|N01|2020-04-03|Servicio sin cuota|2020-03-06 00:00:00
274581|076 4802009565UN070B0UN|076 4802009565|1328322|N04|2020-02-03|Servicio principal|2020-01-31 00:00:00
99896|030 2002807005UNPBUN0UN|030 2002807005|2164605|N06|2020-04-03|Servicio principal|2020-02-02 00:00:00
245548|123 4803800003UNPBUN0UN|123 4803800003|1803199|N01|2020-06-03|Servicio principal|2020-04-23 00:00:00
316782|001B2006902470UN050A0UN|001B2006902470|3629601|N06|2020-03-03|Servicio principal|2020-01-24 00:00:00
21992|003 2090307014UN030E0UN|003 2090307014|897756|N06|2020-05-03|Servicio principal|2020-01-10 00:00:00
110715|005 2000901550UN050B0UN|005 2000901550|288596|N04|2020-06-03|Servicio principal|2020-02-08 00:00:00
7436|005 4802001870UN010A0UN|005 4802001870|6096739|N01|2020-04-03|Servicio principal|2020-01-10 00:00:00
17328|001 4803400050UN010C0IZ|001 4803400050|6098387|N06|2020-02-03|Servicio principal|2020-01-11 00:00:00
203613|006 4804600061UN040C0UN|006 4804600061|6125538|N01|2020-05-03|Servicio sin cuota|2020-03-19 00:00:00
18440|009 4809600124UN010C0UN|009 4809600124|6092614|N04|2020-03-03|Servicio principal|2020-02-02 00:00:00
300818|016 0811302090UN04UN002|016 0811302090|6134878|N06|2020-06-03|Servicio sin cuota|2020-04-19 00:00:00
195533|004 4801303230EX04DR0UN|004 4801303230|6123310|N04|2020-04-03|Servicio principal|2020-03-18 00:00:00
249978|021 4808200045UN04UN0UN|021 4808200045|6129451|N04|2020-04-03|Servicio principal|2020-04-02 00:00:00
169717|001 0105900400UNPB0A0UN|001 0105900400|6118579|N06|2020-06-03|Servicio sin cuota|2020-03-06 00:00:00
154336|008 4891201500UN02DR0UN|008 4891201500|167696|N04|2020-04-03|Servicio principal|2020-02-28 00:00:00
242854|003 4800900032UNPB0B0UN|003 4800900032|6123295|N04|2020-05-03|Servicio principal|2020-04-19 00:00:00
134151|012 2006502210UN02IZ0UN|012 2006502210|6112398|N01|2020-05-03|Servicio sin cuota|2020-02-19 00:00:00
11600|028 2000901250UN020D0UN|028 2000901250|6097733|N01|2020-06-03|Servicio principal|2020-01-09 00:00:00
232324|006 4804600019UNPBUN001|006 4804600019|6121257|N01|2020-05-03|Servicio principal|2020-03-08 00:00:00
47360|003 4801302370UN01IZ0UN|003 4801302370|6101762|N04|2020-02-03|Servicio principal|2020-01-26 00:00:00
213427|015 0105903086UNPBUN001|015 0105903086|1649031|N06|2020-05-03|Servicio principal|2020-03-24 00:00:00
167961|004 2006904580UN050B0UN|004 2006904580|6118202|N06|2020-03-03|Servicio principal|2020-03-01 00:00:00
137265|016 2004002506UN04DR0UN|016 2004002506|6113442|N01|2020-04-03|Servicio sin cuota|2020-02-19 00:00:00
68075|011 2005101370UNPBUN00I|011 2005101370|6104317|N01|2020-05-03|Servicio principal|2020-01-29 00:00:00
328632|009 4804400282UN02IZ0UN|009 4804400282|6125982|N06|2020-06-03|Servicio principal|2020-03-22 00:00:00
191633|012 4802005545UN060C0UN|012 4802005545|6122958|N04|2020-05-03|Servicio principal|2020-03-12 00:00:00
13440|007 3190100010UN040C0UN|007 3190100010|6097961|N04|2020-04-03|Servicio principal|2020-01-09 00:00:00
118810|002 0105904605UN02DR0UN|002 0105904605|6110850|N06|2020-06-03|Servicio principal|2020-02-13 00:00:00
5237|009 4804600036UNPBUN001|009 4804600036|1323894|N06|2020-05-03|Servicio principal|2020-01-11 00:00:00
36527|106 4802004740UN030B0IZ|106 4802004740|6100588|N01|2020-03-03|Servicio principal|2020-01-18 00:00:00
96244|024 3101000050UN02IZ0UN|024 3101000050|6107852|N06|2020-04-03|Servicio principal|2020-02-07 00:00:00
134249|017 4890200120UN010B0UN|017 4890200120|4234821|N06|2020-06-03|Servicio principal|2020-02-15 00:00:00
11777|026 4802002270UN030H0UN|026 4802002270|60959|N01|2020-03-03|Servicio principal|2020-01-12 00:00:00
58835|006 4802007020UN01IZ0IZ|006 4802007020|6103080|N01|2020-06-03|Servicio sin cuota|2020-01-23 00:00:00
1326|013D4802007610UN010A0UN|013D4802007610|3459978|N01|2020-02-03|Servicio sin cuota|2020-01-11 00:00:00
234840|006 3123200084UN020B0UN|006 3123200084|6131023|N04|2020-05-03|Servicio principal|2020-04-10 00:00:00
228003|057 4809400002UN02IZ0UN|057 4809400002|396844|N06|2020-06-03|Servicio principal|2020-04-01 00:00:00
216263|055 4802005510UN05UN0UN|055 4802005510|1382651|N06|2020-04-03|Servicio principal|2020-03-24 00:00:00
76418|005 4809000079UN040A0UN|005 4809000079|1696882|N06|2020-03-03|Servicio principal|2020-01-26 00:00:00
250020|010 4802009288UN05CN0UN|010 4802009288|6073421|N04|2020-05-03|Servicio principal|2020-04-05 00:00:00
309533|002 4802001650UNPBUN0UN|002 4802001650|4247917|N01|2020-05-03|Servicio principal|2020-02-05 00:00:00
15251|008 4804400001UN040C0UN|008 4804400001|2256811|N06|2020-02-03|Servicio principal|2020-01-05 00:00:00
222809|018 4804400330UN010B0UN|018 4804400330|6111392|N01|2020-04-03|Servicio principal|2020-02-15 00:00:00
171687|031 2006900740UN020C0UN|031 2006900740|4254259|N06|2020-04-03|Servicio principal|2020-03-01 00:00:00
174306|007 3106000067UN020B0UN|007 3106000067|6119337|N01|2020-06-03|Servicio principal|2020-03-06 00:00:00
80452|011 4808300028UN010B0UN|011 4808300028|6105911|N01|2020-04-03|Servicio sin cuota|2020-01-29 00:00:00
152540|023 4804600038UNPBUN0UN|023 4804600038|140250|N06|2020-05-03|Servicio principal|2020-02-22 00:00:00
20976|008 4802002030UN05YN0DR|008 4802002030|647842|N01|2020-03-03|Servicio principal|2020-01-10 00:00:00
136833|016 4801303115UN040D0UN|016 4801303115|651136|N01|2020-05-03|Servicio sin cuota|2020-02-20 00:00:00
66100|008 2090200370UN010A0UN|008 2090200370|6104088|N01|2020-03-03|Servicio principal|2020-01-24 00:00:00
17204|022 4800300048UN03IZ0UN|022 4800300048|6098364|N04|2020-05-03|Servicio principal|2020-01-09 00:00:00
76079|022 4804400057UNPBCN0UN|022 4804400057|2291735|N06|2020-05-03|Servicio principal|2020-01-26 00:00:00
139313|017 4801301250UN06IZ0UN|017 4801301250|6113784|N04|2020-05-03|Servicio principal|2020-02-26 00:00:00
95882|002 3101000011UN02IZ0UN|002 3101000011|6107813|N06|2020-04-03|Servicio principal|2020-02-06 00:00:00
4955|062 0105900900UN040C0UN|062 0105900900|6089929|N06|2020-02-03|Servicio principal|2020-01-05 00:00:00
64093|013 2007501120UN010A0UN|013 2007501120|6103835|N04|2020-02-03|Servicio principal|2020-01-24 00:00:00
43567|005 4801500158UN04IZ0UN|005 4801500158|6101337|N06|2020-06-03|Servicio principal|2020-01-18 00:00:00
67388|005 4801500137UNPBUN001|005 4801500137|6104240|N06|2020-03-03|Servicio principal|2020-01-25 00:00:00
31099|053 4808300028UN020B0UN|053 4808300028|6099955|N01|2020-05-03|Servicio sin cuota|2020-01-15 00:00:00
303635|002B4802700121UN020C0UN|002B4802700121|6098828|N01|2020-02-03|Servicio principal|2020-01-15 00:00:00
229782|002 4808201039UN07DR0UN|002 4808201039|6109609|N04|2020-04-03|Servicio principal|2020-02-15 00:00:00
168215|025 2001801101UN01UN0UN|025 2001801101|4257510|N06|2020-06-03|Servicio principal|2020-02-29 00:00:00
93068|017 0105902310UN02IZ0UN|017 0105902310|2466135|N06|2020-06-03|Servicio principal|2020-01-31 00:00:00
331899|046 4801301180UN010C0UN|046 4801301180|330885|N06|2020-06-03|Servicio principal|2020-02-07 00:00:00
113532|001 3125800025UN01DR0UN|001 3125800025|6110122|N04|2020-04-03|Servicio principal|2020-02-08 00:00:00
208183|004 4801200047UNPBUN0UN|004 4801200047|2290721|N06|2020-05-03|Servicio principal|2020-03-27 00:00:00
154152|033 4802007690UN010A0UN|033 4802007690|6116058|N01|2020-05-03|Servicio sin cuota|2020-02-27 00:00:00
260557|038 3120100485UN02DR0UN|038 3120100485|6137584|N06|2020-05-03|Servicio principal|2020-05-01 00:00:00
13990|033 2003406003UN04IZ0UN|033 2003406003|1946351|N06|2020-04-03|Servicio principal|2020-01-04 00:00:00
91828|003 4801700130UN020C0UN|003 4801700130|4238208|N06|2020-02-03|Servicio principal|2020-01-31 00:00:00
242043|029 3120101695EC060I0UN|029 3120101695|6107506|N01|2020-06-03|Servicio principal|2020-02-12 00:00:00
126115|014 3101600172UN020B0UN|014 3101600172|6111860|N06|2020-06-03|Servicio principal|2020-02-14 00:00:00
284179|021 0805600255E102UN002|021 0805600255|6092780|N01|2020-05-03|Servicio principal|2020-01-29 00:00:00
190196|003 0105900920UN02DR0UN|003 0105900920|6122633|N06|2020-06-03|Servicio principal|2020-03-12 00:00:00
314800|016 2813400066UNPBUN001|016 2813400066|6140085|N06|2020-06-03|Servicio sin cuota|2020-05-14 00:00:00
212813|008 4802005710UN060A0UN|008 4802005710|6127710|N06|2020-06-03|Servicio principal|2020-03-27 00:00:00
24426|010 2001703210UN01IZ0UN|010 2001703210|6099225|N06|2020-04-03|Servicio principal|2020-01-11 00:00:00
282947|036 0801901276UN04UN002|036 0801901276|1834282|N06|2020-05-03|Servicio principal|2020-01-04 00:00:00
292987|017 2007501140UN02IZ0UN|017 2007501140|705747|N06|2020-06-03|Servicio principal|2020-05-28 00:00:00
38516|013 4802009025UN03DR0UN|013 4802009025|6100815|N01|2020-06-03|Servicio sin cuota|2020-01-16 00:00:00
69137|031 4803400008UN070A0UN|031 4803400008|6104358|N01|2020-06-03|Servicio sin cuota|2020-01-26 00:00:00
194863|018 3120100957UN030C0UN|018 3120100957|6123698|N06|2020-05-03|Servicio sin cuota|2020-03-15 00:00:00
294688|045 0820504167E103UN001|045 0820504167|6099254|N01|2020-06-03|Servicio principal|2020-01-16 00:00:00
251246|001 4802007080UNPBUN001|001 4802007080|3576816|N06|2020-05-03|Servicio principal|2020-04-22 00:00:00
33131|010 2000901210UN04DR0UN|010 2000901210|6100202|N04|2020-05-03|Servicio principal|2020-01-15 00:00:00
276890|005 4808200107UNPBIZ0UN|005 4808200107|6125223|N01|2020-06-03|Servicio principal|2020-05-15 00:00:00
111296|013A2005901310UN08IZ0UN|013A2005901310|6109712|N04|2020-03-03|Servicio principal|2020-02-08 00:00:00
116356|003 4804400088UN040B0UN|003 4804400088|3580794|N06|2020-06-03|Servicio principal|2020-02-08 00:00:00
145363|005 4809500027UNPBUN001|005 4809500027|6113502|N01|2020-05-03|Servicio principal|2020-02-26 00:00:00
71249|005 2090200621UN050B0UN|005 2090200621|492934|N04|2020-03-03|Servicio principal|2020-01-26 00:00:00
330554|052 2608900101E101IZ0UN|052 2608900101|6101831|N06|2020-02-03|Servicio sin cuota|2020-01-21 00:00:00
1892|008 2003606001UN010A0UN|008 2003606001|29760|N04|2020-05-03|Servicio principal|2020-01-05 00:00:00
187219|018A2007501220UN040B0UN|018A2007501220|2466119|N06|2020-06-03|Servicio principal|2020-03-07 00:00:00
20500|004 2006901780UN070A0UN|004 2006901780|6098745|N01|2020-05-03|Servicio principal|2020-01-16 00:00:00
77800|007 4805200035UN020A0UN|007 4805200035|6105592|N06|2020-04-03|Servicio principal|2020-01-31 00:00:00
207449|002 4890400800UN010B0UN|002 4890400800|6126513|N01|2020-06-03|Servicio principal|2020-03-27 00:00:00
89182|002 4802001550UN070B0DR|002 4802001550|6106993|N06|2020-04-03|Servicio principal|2020-02-01 00:00:00
95852|011 3120101805UN010D0UN|011 3120101805|6107815|N06|2020-04-03|Servicio principal|2020-02-02 00:00:00
186535|002 4807800192UN03IZ0UN|002 4807800192|6121713|N04|2020-05-03|Servicio principal|2020-03-11 00:00:00
204775|017 3114900001UN040B0UN|017 3114900001|6125857|N06|2020-04-03|Servicio sin cuota|2020-03-19 00:00:00
18884|001 4801700095UN02DR0UN|001 4801700095|6098549|N01|2020-02-03|Servicio principal|2020-01-16 00:00:00
93936|009 4802009170UN01IC0UN|009 4802009170|6107540|N04|2020-02-03|Servicio principal|2020-02-02 00:00:00
303590|009F4802700121UN030M0UN|009F4802700121|4187438|N06|2020-02-03|Servicio principal|2020-01-05 00:00:00
300753|099 0827906759UNPBUN001|099 0827906759|6134040|N06|2020-06-03|Servicio sin cuota|2020-04-17 00:00:00
271593|009 4802009605UN050B0UN|009 4802009605|2167311|N01|2020-06-03|Servicio sin cuota|2020-05-22 00:00:00
1305|016 3190100003UN030A0UN|016 3190100003|6090967|N01|2020-05-03|Servicio principal|2020-01-11 00:00:00
333354|030 0105901990UN02IZ0UN|030 0105901990|1966353|N06|2020-05-03|Servicio principal|2020-03-04 00:00:00
5172|004 4801300330UN030B0UN|004 4801300330|6095878|N01|2020-05-03|Servicio sin cuota|2020-01-10 00:00:00
321781|017 0830500125UN04UN001|017 0830500125|6123765|N06|2020-05-03|Servicio sin cuota|2020-03-16 00:00:00
219172|024 4802008210UN030C0UN|024 4802008210|4258744|N06|2020-06-03|Servicio principal|2020-03-25 00:00:00
231616|024 0105904711UN060C0UN|024 0105904711|6130788|N06|2020-05-03|Servicio principal|2020-04-08 00:00:00
285668|002D4808200114UN06IZ0UN|002D4808200114|6144661|N01|2020-06-03|Servicio sin cuota|2020-05-21 00:00:00
120943|031 2001901440UN010A0UN|031 2001901440|148852|N04|2020-06-03|Servicio principal|2020-02-13 00:00:00
69452|060 0105904553UN010D0UN|060 0105904553|6104497|N04|2020-02-03|Servicio principal|2020-01-29 00:00:00
126225|026 4802003847UN010B0UN|026 4802003847|6111855|N01|2020-04-03|Servicio sin cuota|2020-02-26 00:00:00
114919|007 4806900032UNPBUN0UN|007 4806900032|1621801|N01|2020-04-03|Servicio principal|2020-02-15 00:00:00
158063|048 4802004355UNPBUN0UN|048 4802004355|301257|N06|2020-04-03|Servicio principal|2020-02-26 00:00:00
214349|002 0105904655UN010A0UN|002 0105904655|652181|N06|2020-06-03|Servicio principal|2020-03-24 00:00:00
151103|009 4802005510UN02DR0UN|009 4802005510|6114496|N06|2020-06-03|Servicio principal|2020-02-27 00:00:00
75094|004 4890100093UN010B0UN|004 4890100093|2329385|N06|2020-04-03|Servicio principal|2020-01-26 00:00:00
82630|018 4804400338UN060B0UN|018 4804400338|6106147|N04|2020-04-03|Servicio principal|2020-01-30 00:00:00
76586|033 4802003610UN040C0UN|033 4802003610|6105439|N04|2020-04-03|Servicio principal|2020-01-30 00:00:00
115326|021 2007104190UN060A0UN|021 2007104190|6110357|N01|2020-04-03|Servicio sin cuota|2020-02-09 00:00:00
24868|013 2004601250UNUN13001|013 2004601250|4201813|N06|2020-06-03|Servicio sin cuota|2020-01-30 00:00:00
174339|005 2003607011UN020B0UN|005 2003607011|1870473|N06|2020-04-03|Servicio principal|2020-03-01 00:00:00
41372|003D4802700115UN02CN0UN|003D4802700115|6100061|N01|2020-03-03|Servicio sin cuota|2020-01-19 00:00:00
265808|018 4801301760UN030A0IZ|018 4801301760|6138586|N01|2020-06-03|Servicio principal|2020-05-02 00:00:00
264131|010 2006703604UN010F0UN|010 2006703604|6104291|N01|2020-04-03|Servicio principal|2020-01-24 00:00:00
98819|011 0105903850UN020B0UN|011 0105903850|6108208|N04|2020-06-03|Servicio principal|2020-02-06 00:00:00
5077|002 4804400215UN050C0UN|002 4804400215|6095770|N04|2020-04-03|Servicio principal|2020-01-04 00:00:00
151144|045 4802005180UN020D0UN|045 4802005180|3456902|N04|2020-04-03|Servicio principal|2020-03-07 00:00:00
279692|009 3120101027E7030B0UN|009 3120101027|4261621|N06|2020-04-03|Servicio sin cuota|2020-02-01 00:00:00
285823|001 0100202055UN03DR0UN|001 0100202055|6075775|N06|2020-06-03|Servicio principal|2020-05-21 00:00:00
276417|032 4803400009UN030D0UN|032 4803400009|6040657|N06|2020-06-03|Servicio principal|2020-05-10 00:00:00
60674|013 4804400175UN06DR0UN|013 4804400175|6085017|N06|2020-06-03|Servicio principal|2020-01-25 00:00:00
316008|012B4802700114UN050A0UN|012B4802700114|4262623|N04|2020-04-03|Servicio principal|2020-03-18 00:00:00
59786|032 4801500130UN020A0UN|032 4801500130|4220673|N01|2020-06-03|Servicio sin cuota|2020-01-24 00:00:00
66735|010 2006902010UN010B0UN|010 2006902010|3565575|N06|2020-05-03|Servicio principal|2020-01-24 00:00:00
281709|012 2003401306UN02DR0UN|012 2003401306|726067|N06|2020-06-03|Servicio principal|2020-05-17 00:00:00
50951|004 3112200023UN020C0UN|004 3112200023|6102214|N01|2020-06-03|Servicio principal|2020-01-23 00:00:00
267670|085 4807800027UNPBIZ0UN|085 4807800027|6127848|N04|2020-06-03|Servicio principal|2020-04-29 00:00:00
250006|009 4804400118UN030C0UN|009 4804400118|2019285|N06|2020-06-03|Servicio principal|2020-04-04 00:00:00
14345|026 4801302480UN030A0UN|026 4801302480|770051|N06|2020-04-03|Servicio principal|2020-01-04 00:00:00
244975|047 4802001910UNPBUN001|047 4802001910|2185133|N01|2020-02-03|Servicio principal|2020-01-04 00:00:00
77347|027 3190300049UN010A0UN|027 3190300049|6105538|N06|2020-06-03|Servicio sin cuota|2020-01-29 00:00:00
239123|001 2608900616E1030D0UN|001 2608900616|6121783|N06|2020-04-03|Servicio sin cuota|2020-03-12 00:00:00
172691|013 3120103090UNPB0A0UN|013 3120103090|4201895|N06|2020-03-03|Servicio sin cuota|2020-03-01 00:00:00
166225|010 0100202415UN020A0UN|010 0100202415|6117149|N04|2020-04-03|Servicio principal|2020-02-29 00:00:00
122497|023 3190300049UNPB0B0UN|023 3190300049|6111351|N06|2020-06-03|Servicio sin cuota|2020-02-26 00:00:00
159247|015 4800200023UN010B0UN|015 4800200023|6116726|N01|2020-06-03|Servicio sin cuota|2020-02-26 00:00:00
117442|015 2006900680UNPBUN001|015 2006900680|3947894|N06|2020-04-03|Servicio principal|2020-02-09 00:00:00
177437|003 4802004410UN01IZ0IZ|003 4802004410|6119910|N01|2020-04-03|Servicio sin cuota|2020-03-07 00:00:00
164317|068 0105900540UN06IZ0UN|068 0105900540|6117664|N01|2020-03-03|Servicio sin cuota|2020-02-28 00:00:00
271053|049 0105904707UN040B0UN|049 0105904707|6091595|N01|2020-06-03|Servicio principal|2020-02-23 00:00:00
304296|007 4801302605UN190C0UN|007 4801302605|6094221|N01|2020-04-03|Servicio sin cuota|2020-01-09 00:00:00
297840|042 0827906475UN01UN001|042 0827906475|6115481|N04|2020-06-03|Servicio principal|2020-02-23 00:00:00
220348|035 4805400082UN040C0UN|035 4805400082|6128312|N06|2020-05-03|Servicio principal|2020-03-29 00:00:00
132372|005 4891200930UN04IZ0IZ|005 4891200930|6112727|N04|2020-03-03|Servicio principal|2020-02-19 00:00:00
264204|028 4801301370UN07IZ0UN|028 4801301370|6105622|N01|2020-02-03|Servicio sin cuota|2020-01-29 00:00:00
92043|019A2006901380UN080A0UN|019A2006901380|6107296|N01|2020-04-03|Servicio principal|2020-02-08 00:00:00
74499|026 0105904717UN060A0UN|026 0105904717|6105113|N01|2020-03-03|Servicio sin cuota|2020-01-31 00:00:00
309152|001 4802001760UN030C0UN|001 4802001760|6101814|N06|2020-06-03|Servicio principal|2020-01-29 00:00:00
264542|054 4804600010UN02CN0UN|054 4804600010|6110963|N06|2020-04-03|Servicio principal|2020-02-13 00:00:00
318945|008 4808200105UN050A0UN|008 4808200105|6106224|N01|2020-06-03|Servicio sin cuota|2020-02-09 00:00:00
23565|006 2006900480UN020A0UN|006 2006900480|6099106|N06|2020-06-03|Servicio principal|2020-01-11 00:00:00
200235|004 3108800162UNPB0A0UN|004 3108800162|6124985|N06|2020-05-03|Servicio principal|2020-03-15 00:00:00
52662|033 0105900480UN05DR0UN|033 0105900480|6102416|N01|2020-05-03|Servicio principal|2020-01-24 00:00:00
201310|022 4808400018UNPBUN001|022 4808400018|6141775|N06|2020-06-03|Servicio principal|2020-05-27 00:00:00
224091|013 0105900445UN040A0UN|013 0105900445|6128961|N04|2020-04-03|Servicio principal|2020-03-29 00:00:00
314476|019 2004002902UN04UN048|019 2004002902|6113976|N06|2020-04-03|Servicio principal|2020-02-22 00:00:00
179194|010 2003002402UN020N0UN|010 2003002402|6120118|N06|2020-06-03|Servicio principal|2020-03-07 00:00:00
311802|020 0921900058UN02IZ0UN|020 0921900058|6136954|N04|2020-06-03|Servicio principal|2020-05-28 00:00:00
116243|023 4801300640UN03DR0UN|023 4801300640|6110477|N01|2020-05-03|Servicio sin cuota|2020-02-22 00:00:00
101074|004 4802005547UN060A0UN|004 4802005547|6108498|N06|2020-04-03|Servicio principal|2020-02-07 00:00:00
47035|039 2003601604UN03DR0UN|039 2003601604|1499239|N04|2020-02-03|Servicio principal|2020-01-30 00:00:00
82813|023 4802003610IZ070E0UN|023 4802003610|6104128|N01|2020-05-03|Servicio sin cuota|2020-01-31 00:00:00
175881|011 4801300150UN04DR0UN|011 4801300150|6119623|N06|2020-06-03|Servicio principal|2020-03-15 00:00:00
332375|015 3108600175UNPB0A0UN|015 3108600175|6112746|N06|2020-03-03|Servicio sin cuota|2020-02-21 00:00:00
329547|014 3120102245UN040A0UN|014 3120102245|6138715|N06|2020-06-03|Servicio principal|2020-05-08 00:00:00
78977|050 0105901780UN01IZ0EX|050 0105901780|6104806|N04|2020-02-03|Servicio principal|2020-01-29 00:00:00
156525|008 4809000079UN010B0UN|008 4809000079|6116430|N06|2020-06-03|Servicio principal|2020-02-27 00:00:00
250624|027 3120102285UN070A0UN|027 3120102285|6101907|N06|2020-04-03|Servicio principal|2020-01-18 00:00:00
99213|006 3120101415UN020A0UN|006 3120101415|6015967|N06|2020-03-03|Servicio principal|2020-02-05 00:00:00
104089|006 4806500030UN040A0UN|006 4806500030|2202607|N06|2020-03-03|Servicio principal|2020-02-05 00:00:00
332126|028 0105902890UN04DR0UN|028 0105902890|6111265|N01|2020-06-03|Servicio principal|2020-02-27 00:00:00
163911|002 2006904060UN010A0UN|002 2006904060|6117592|N01|2020-05-03|Servicio principal|2020-02-29 00:00:00
111952|010 4802003605UN010B0UN|010 4802003605|6109929|N06|2020-04-03|Servicio principal|2020-02-15 00:00:00
264998|021 0807301980UNPBUN002|021 0807301980|6133218|N01|2020-05-03|Servicio principal|2020-05-02 00:00:00
119574|014 4802000430UN03UN0UN|014 4802000430|6110951|N04|2020-04-03|Servicio principal|2020-02-09 00:00:00
27794|014 3114900001UN040A0UN|014 3114900001|6099577|N04|2020-02-03|Servicio principal|2020-02-02 00:00:00
169407|006A4804400183UN01IZ0UN|006A4804400183|3626201|N06|2020-03-03|Servicio principal|2020-02-29 00:00:00
70061|013 0105904568UN010B0UN|013 0105904568|6104587|N01|2020-03-03|Servicio principal|2020-01-25 00:00:00
105499|005 4808201037UN010C0UN|005 4808201037|1698688|N06|2020-04-03|Servicio principal|2020-02-05 00:00:00
25326|006 0105106365UN010A0UN|006 0105106365|6099334|N04|2020-05-03|Servicio principal|2020-01-18 00:00:00
278820|014 4802000185UN070C0UN|014 4802000185|6142907|N01|2020-06-03|Servicio sin cuota|2020-05-17 00:00:00
194761|002 4808201038UN040A0UN|002 4808201038|6123684|N01|2020-05-03|Servicio sin cuota|2020-03-14 00:00:00
2644|019 2004503603UN030A0UN|019 2004503603|788727|N04|2020-02-03|Servicio principal|2020-01-24 00:00:00
235652|017 3120100125UNPBUN002|017 3120100125|6112380|N06|2020-03-03|Servicio principal|2020-02-15 00:00:00
338466|161 0801900998UN04UN001|161 0801900998|6148348|N06|2020-06-03|Servicio sin cuota|2020-05-28 00:00:00
66157|010 2001307002UN010A0UN|010 2001307002|2228612|N06|2020-04-03|Servicio principal|2020-01-24 00:00:00
212914|020 4805700035UN01UN0UN|020 4805700035|6127628|N06|2020-06-03|Servicio principal|2020-03-26 00:00:00
